Country,ISO2,ISO3,Indicator,Series,Variable,Model,Scenarios,Unit,Source,CTS Name,CTS Code,CTS Full Descriptor,2020,2025,2030,2035,2040,2045,2050
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.6642,1.6828,3.313,5.2027
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.3036,0.6462
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.5367,1.0134,1.5103,3.8012,5.5421
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.8483,1.8505,2.372,2.1783,3.1794
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Below 2°C,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.1015,0.8568,1.4365,1.2181,0.6592
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Current Policies (Hot house world scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0445,1.068,1.2754,0.6097
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Fragmented World,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Low Demand,Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0033,0.1657,1.1712,0.609,0.0182,0.0073
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,KW,KWT,Transition Pathways,Emissions and CCS,Fossil energy CCS,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),Mt CO2/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.001,0.2536,0.7821,0.169,0.1051,0.0236
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6571,0.57,0.4375,0.2884,0.1797,0.1208,0.0952
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7222,0.635,0.5733,0.5483,0.5288,0.53,0.5229
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7229,0.636,0.5743,0.3507,0.2399,0.1537,0.1112
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7199,0.6605,0.6029,0.5498,0.5077,0.4962,0.4763
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6468,0.5774,0.3921,0.2154,0.0911,0.0608,0.0479
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7067,0.641,0.5708,0.5127,0.4601,0.4158,0.3766
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.6526,0.5585,0.3191,0.1566,0.0757,0.0481,0.039
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7964,1.2724,1.2623,1.0455,0.972,1.0408,0.948
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7712,1.2792,1.3348,1.3521,1.3219,1.2304,1.1609
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7708,1.2809,1.3362,1.2963,1.0921,0.9908,0.7873
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.801,1.3135,1.3831,1.3938,1.548,1.6545,1.332
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7441,1.2614,0.84,0.3821,0.2071,0.2807,0.2439
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7902,1.2834,1.3999,1.3292,1.3525,1.3811,1.2022
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.7992,1.2964,1.008,0.6004,0.42,0.3176,0.1936
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.9027,0.8935,0.7052,0.4108,0.1527,0.0685,0.0209
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8945,0.9092,0.8962,0.8315,0.7367,0.6445,0.5558
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8963,0.9123,0.9006,0.7901,0.2635,0.0492,0.0137
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8971,0.92,0.912,0.8617,0.7386,0.6377,0.554
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.8441,0.8004,0.4058,0.1342,0.0427,0.0005,0.0003
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.898,0.9141,0.8484,0.6957,0.4909,0.3678,0.2765
Kuwait,KW,KWT,Transition Pathways,Primary energy,Gas,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.9048,0.8932,0.3228,0.108,0.0048,0.0018,0.0011
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2876,0.2774,0.253,0.2132,0.1699,0.1659,0.1424
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2892,0.272,0.2532,0.2339,0.197,0.2055,0.2095
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2928,0.2771,0.2593,0.2266,0.1883,0.1846,0.177
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2925,0.2892,0.2724,0.2502,0.2101,0.2214,0.2286
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.276,0.2636,0.2129,0.1751,0.107,0.0787,0.0567
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2884,0.2822,0.262,0.2342,0.1932,0.202,0.2051
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2758,0.2623,0.2161,0.1765,0.0949,0.0599,0.0381
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.299,0.379,0.4271,0.3852,0.383,0.4089,0.4152
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2831,0.3572,0.402,0.4117,0.3679,0.367,0.3875
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2862,0.3615,0.4077,0.4197,0.3932,0.4144,0.4272
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3046,0.3973,0.459,0.4363,0.4908,0.641,0.6413
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2823,0.3428,0.3281,0.2651,0.2225,0.2041,0.1416
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3028,0.3898,0.4356,0.4205,0.4558,0.4881,0.4806
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.3052,0.4025,0.4023,0.3955,0.3489,0.3334,0.2757
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2185,0.176,0.1305,0.0726,0.0171,0.0119,0.0076
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2294,0.193,0.1573,0.1076,0.0427,0.0419,0.0412
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2334,0.198,0.1629,0.1079,0.0122,0.0099,0.007
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2201,0.1872,0.1618,0.1125,0.0435,0.0423,0.0421
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1991,0.16,0.0618,0.0184,0.0017,0.0007,0.0004
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2169,0.1846,0.1611,0.1137,0.0402,0.0366,0.0349
Kuwait,KW,KWT,Transition Pathways,Final energy,Gases,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2086,0.1625,0.0654,0.0271,0.0029,0.0009,0.0005
Kuwait,KW,KWT,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0004,0.0006,0.001,0.0018,0.0031,0.005
Kuwait,KW,KWT,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0004,0.0003,0.0005,0.001,0.0024,0.0046
Kuwait,KW,KWT,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0004,0.0003,0.0003,0.0003,0.0002,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0,0.0,0.0,0.0001,0.0001,0.0002,0.0003
Kuwait,KW,KWT,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002
Kuwait,KW,KWT,Transition Pathways,Primary energy,Geothermal,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0006,0.0018,0.0042,0.0073,0.0103,0.014
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0051,0.006,0.0204,0.0397,0.0524,0.0631,0.072
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0052,0.0063,0.0078,0.0126,0.022,0.0303,0.0403
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0052,0.0063,0.0078,0.025,0.0348,0.039,0.0511
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0052,0.0062,0.0077,0.0127,0.0209,0.028,0.0395
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0047,0.0052,0.0165,0.0229,0.0274,0.025,0.0195
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0052,0.0061,0.0078,0.0127,0.0243,0.0294,0.0369
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0052,0.006,0.0221,0.0282,0.0416,0.0408,0.0531
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0041,0.0071,0.0087,0.0092,0.0085,0.0088
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0042,0.0071,0.0089,0.0105,0.0118,0.0132
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0043,0.0073,0.0096,0.0094,0.0091,0.0085
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0007,0.0044,0.0074,0.0095,0.011,0.0124,0.0141
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0036,0.0055,0.0051,0.0056,0.0062,0.0063
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0042,0.0072,0.0092,0.0107,0.0124,0.0141
Kuwait,KW,KWT,Transition Pathways,Final energy,Heat,REMIND-MAgPIE,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0037,0.0048,0.0059,0.0084,0.0104,0.013
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,GCAM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0004,0.0005,0.0007,0.0008,0.0009,0.001
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,GCAM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0005,0.0007,0.0009,0.0012,0.0015
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,GCAM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0003,0.0004,0.0006,0.0007,0.0008,0.0009
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,GCAM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0003,0.0004,0.0006,0.0007,0.0009,0.0012
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,GCAM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0005,0.0006,0.0007,0.0008,0.0008,0.0008
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,GCAM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0005,0.0007,0.0009,0.0011,0.0014
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,GCAM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0005,0.0007,0.0008,0.0008,0.0007,0.0008
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0005,0.0008,0.0012,0.0014,0.0016,0.0038,0.0039
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0005,0.0008,0.0011,0.0014,0.0018,0.0019,0.0021
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0007,0.0009,0.0012,0.0014,0.0032,0.0034
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0007,0.0009,0.0012,0.0015,0.0017,0.0018
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Low Demand,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0002,0.0008,0.0009,0.0011,0.0012,0.0012
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0005,0.0008,0.0011,0.0015,0.0018,0.002,0.0022
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,MESSAGEix-GLOBIOM,Net Zero 2050 (Orderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0007,0.001,0.0033,0.004,0.0046,0.0049,0.005
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Below 2°C,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0006,0.0007,0.0009,0.0011,0.0012,0.0014
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Current Policies (Hot house world scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0004,0.0006,0.0007,0.0009,0.001,0.0012,0.0013
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Delayed Transition (Disorderly scenario),EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0005,0.0006,0.0007,0.0009,0.001,0.0011
Kuwait,KW,KWT,Transition Pathways,Primary energy,Hydro,REMIND-MAgPIE,Fragmented World,EJ/yr,"NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0003,0.0005,0.0006,0.0007,0.0009,0.001,0.0011
