Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Name,CTS Full Descriptor,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Global Warming,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIW,Implicit; Global Warming,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Global Warming",Percent of GDP,3.67050219257296,4.1777030806809,3.79133909477293,3.53831397011563,3.96932465161697,4.04894972286082,4.37122851718845,4.39857916753959,4.46323362233671,4.38275360349663,4.5385164117316,4.70217996308187,4.86079315414016,4.95099982481499,5.02099757465839,5.08856096869067
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Global Warming,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIW,Implicit; Global Warming,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Global Warming",USD at constant 2021 prices,4756272657.0,5115457252.0,5026793868.0,5246817676.0,5853443984.0,5442152833.0,5952170735.0,6508621580.0,6774563786.0,6828636907.0,7257541594.0,7718487344.0,8190242033.0,8563249297.0,8914379514.0,9273698823.0
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",Percent of GDP,3.65049891871283,4.41299278867623,3.60280767465898,3.1918157523876,3.48964894722209,3.11036102790736,3.41265753376369,3.80031933960033,3.60629052877077,3.47842780234521,3.38386396347946,3.34602593224366,3.34943081497484,3.3339937737049,3.32379956010409,3.31531675921557
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",USD at constant 2021 prices,4730352219.0,5403561605.0,4776827151.0,4733009973.0,5146080613.0,4180605154.0,4646913384.0,5623370530.0,5473844142.0,5419634006.0,5411136864.0,5492401187.0,5643656946.0,5766475631.0,5901140215.0,6042032181.0
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",Percent of GDP,1.84430879876401,2.13089956467309,2.08259830418086,1.97873563146186,2.23970208656852,2.33839475704752,2.42282670030184,2.0320974130066,2.40124518071495,2.39580297034151,2.58268954787068,2.75185929136688,2.91363249275947,3.01303467564755,3.0923945336878,3.16879708361226
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Natural Gas,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",USD at constant 2021 prices,2389873388.0,2609215021.0,2761238740.0,2934184240.0,3302821476.0,3143013009.0,3299090433.0,3006914863.0,3644754010.0,3732828734.0,4129978856.0,4517094471.0,4909354205.0,5211344775.0,5490299103.0,5775005933.0
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",Percent of GDP,9.08709136657739,9.43026533626996,8.09309156670256,7.58091735087962,8.39669152420542,7.58135149431958,8.40847457166567,9.38089951409398,8.52359673487673,8.20864092113962,7.99657325995873,7.87104613547613,7.79841275757288,7.70340108117484,7.61192049205258,7.52594086564314
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Petroleum,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",USD at constant 2021 prices,11775141910.0,11547043500.0,10730325630.0,11241425010.0,12382349090.0,10190018730.0,11449567570.0,13881010820.0,12937626540.0,12789637160.0,12787320300.0,12920086100.0,13140013560.0,13323802510.0,13514355880.0,13715726190.0
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Road damage,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",Percent of GDP,0.227835220892394,0.192736062866788,0.176289920566703,0.178285567169436,0.200215983033492,0.216428900371255,0.2243164031667,0.220363852714383,0.212717464720066,0.210364082871758,0.211157077356013,0.211907320877019,0.212664717560061,0.213428442876966,0.213618981762062,0.213820973080342
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Road damage,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",USD at constant 2021 prices,295231108.6,235998842.3,233736173.3,264372204.7,295252503.7,290899920.7,305444916.7,326074596.5,322875331.0,327761966.6,337661282.4,347839510.0,358331542.5,369145834.8,379263412.6,389680170.6
Kuwait,KW,KWT,Implicit Fossil Fuel Subsidies - Total,"Black, Simon; Liu, Antung A.; Parry, Ian; Vernon, Nate. 2023. IMF Fossil Fuel Subsidies Data: 2023 Update. International Monetary Fund. ISBN: 9798400249006/1018-5941. IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Mitigation, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",Percent of GDP,10.9314001668848,11.5611649001264,10.1756898633412,9.55965298234148,10.6363938711712,9.91974654227024,10.8313015561773,11.4129971886383,10.9248421791206,10.6044441520599,10.579263066725,10.622905682102,10.7120455084987,10.7164360083256,10.7043152775118,10.6947381945283
