Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kuwait,KW,KWT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.245,0.833,0.511,-0.747,0.089,0.827,-0.641,-0.278,0.385,0.497,-0.183,-0.796,-0.259,-0.376,-0.271,-0.679,0.328,0.0,1.28,0.42,0.331,-0.223,-0.697,0.259,0.028,0.493,0.741,0.473,0.17,0.393,0.5,-0.564,-0.108,0.982,0.212,0.924,0.526,1.357,2.072,1.275,1.276,1.614,1.579,1.523,0.727,1.935,1.107,1.344,1.233,2.528,1.308,1.497,1.348,1.474,2.131,1.732,2.018,2.417,1.949,2.029,2.722,2.311,2.094,2.476
